business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
_W9lITxMHNInaS2Lv2XoUw,Casa Del Mar Inn,18 Bath St,Santa Barbara,CA,93101,34.4096190198,-119.6932475086,4.0,194,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
p9IloCe-cdUGPCFqFI2ykw,Rock Star Trolley,217 W Gutierrez St,Santa Barbara,CA,93101,34.4130927,-119.6968767,3.0,12,1,{'BusinessAcceptsCreditCards': 'True'},"Tours, Wine Tours, Wedding Planning, Hotels & Travel, Party Equipment Rentals, Bus Tours, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
bxDk3YLoMOTdmmf_4AN_4g,Pacific Crest Hotel Santa Barbara,433 Corona Del Mar,Santa Barbara,CA,93103,34.4183468,-119.6713591,4.0,128,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False'}","Hotels, Home Services, Hotels & Travel, Real Estate, Apartments, Event Planning & Services","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
ra_ScYbdhHj2RiYSGEvSdQ,Styled & Staged Santa Barbara,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Home Staging, Hotels & Travel, Real Estate Services, Real Estate, Interior Design, Vacation Rentals, Real Estate Photography","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}"
018-A5TmyDbfCFTGvxJHpw,Lyft,,Santa Barbara,CA,93101,34.420334,-119.7107494,2.5,14,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Transportation, Taxis, Automotive, Car Share Services","{'Monday': '9:0-9:0', 'Tuesday': '9:0-9:0', 'Wednesday': '9:0-9:0', 'Thursday': '9:0-9:0', 'Friday': '9:0-9:0', 'Saturday': '9:0-9:0', 'Sunday': '9:0-9:0'}"
LqY3NrBE0trSnDj87KAn3A,Sandyland Reef Inn,4160 Via Real,Carpinteria,CA,93013,34.4051958,-119.5327704,2.0,130,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services",
tOd6MX3hSuMyQxMK3ZKBTQ,Lucky Taxi & Limousine,535 Olive St,Santa Barbara,CA,93101,34.4226861,-119.6911465,4.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Food, Transportation, Wineries, Taxis, Limos, Arts & Entertainment, Hotels & Travel","{'Monday': '9:0-9:0', 'Tuesday': '9:0-9:0', 'Wednesday': '9:0-9:0', 'Thursday': '9:0-9:0', 'Friday': '9:0-9:0', 'Saturday': '9:0-9:0', 'Sunday': '9:0-9:0'}"
bjsBMTS4RD7Bs35ugv_fPA,The Eagle Inn,232 Natoma Ave,Santa Barbara,CA,93101,34.4105211033,-119.6943283081,4.5,368,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
HMkjv277ZaW_2tZelEn6LQ,Wine Edventures,,Santa Barbara,CA,93190,34.42,-119.7,5.0,165,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Hotels & Travel, Wine Tours, Food, Tours, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393777962,-119.7583532456,5.0,175,1,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
5K-Rh9-pxrPCEp4wdlhiqg,Santa Barbara Vacation Rentals,"27 W Anapamu, Ste 228",Santa Barbara,CA,93101,34.4224525,-119.7049972,3.0,16,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Vacation Rental Agents, Real Estate, Hotels & Travel, Property Management, Home Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
1wvYBjX6radqmb_k0Fv_Ug,Palihouse Santa Barbara,915 Garden St,Santa Barbara,CA,93101,34.4239925,-119.6979304,4.0,7,1,"{'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Cafes, Restaurants, Hotels","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
CgjtA5DXxQBqWSvcC8zl6Q,Castillo Inn at the Beach,22 Castillo St,Santa Barbara,CA,93101,34.4088277,-119.6946257,4.5,233,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
YbnJYHNp_fHbI-hcFg48vQ,Santa Barbara Adventure Company,32 E Haley St,Santa Barbara,CA,93101,34.4176812,-119.6943492,5.0,195,1,"{'GoodForKids': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Tours, Boating, Hotels & Travel, Rafting/Kayaking, Parks, Travel Services, Active Life","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
MWKowhzHQ_scqnJEqAUYgA,Hilton Santa Barbara Beachfront Resort,633 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4167626487,-119.676553,2.5,288,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
I9Zh-vdISUaU7_ktpldnKw,Signature Parking,1482 E Valley Rd,Santa Barbara,CA,93108,34.4381976,-119.6332448,3.5,26,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Transportation, Hotels & Travel, Valet Services, Professional Services, Parking, Limos, Event Planning & Services, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
rpVYn86FH8P8u2DLLPnzYw,The Waterman Santa Barbara,12 E Montecito St,Santa Barbara,CA,93101,34.4150898,-119.6924589,2.5,20,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
YyzkEQCnzj9FaRE-g6vNmg,Gold Cab Taxi,,Santa Barbara,CA,93117,34.4208305,-119.6981901,4.0,43,1,"{'WiFi': ""u'no'""}","Airport Shuttles, Taxis, Hotels & Travel, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
iXkQGJF88zOeXtHMjBmeZg,Miramar Beach Bar,1773 S Jameson Ln,Montecito,CA,93108,34.4207152,-119.6254582,3.5,46,1,"{'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': 'None', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'Music': ""{u'dj': False, u'live': None, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'OutdoorSeating': 'True'}","Nightlife, Active Life, Bars, Hotels & Travel, Beaches, Lounges","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}"
6cnHwjHLcAtIuMN0C6Kpbw,Buckles 'N' Brews Invitational,129 Castillo St,Santa Barbara,CA,93101,34.4090304175,-119.6951916436,4.5,10,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Hotels & Travel, Arts & Entertainment, Beer Tours, Beer, Wine & Spirits, Food, Festivals, Tours",{'Saturday': '12:0-17:0'}
4_JJl_mlIEI9Ui9rOHHwMA,Wine & Horse Tours,,Santa Barbara,CA,93101,34.420334,-119.7107494,3.5,7,1,"{'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True'}","Hotels & Travel, Horseback Riding, Tours, Arts & Entertainment, Wineries, Wine Tours, Food, Active Life",
7sOqa_LFDHEtiFzNFZBw4A,Santa Barbara Wine Tours,567 W Channel Islands Blvd,Port Hueneme,CA,93041,34.4402981,-119.7512675,2.5,7,1,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True'}","Food, Tours, Wine Tours, Hotels & Travel, Party & Event Planning, Event Planning & Services, Arts & Entertainment, Local Flavor, Wineries","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
gkwSfsu1bxyTzTY3XCW0DA,Kimpton Canary Hotel,31 W Carrillo St,Santa Barbara,CA,93101,34.420436736,-119.7026383222,4.0,481,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '3'}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
0jpFptAehZhLl3nkhHDanA,Belmond El Encanto,800 Alvarado Pl,Santa Barbara,CA,93103,34.4388519,-119.7043733,4.0,331,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'WiFi': ""u'paid'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '4', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True'}","Restaurants, Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}"
yFHFfDAnnrO6JQY-AgTgQw,Upper Oso Campground,5050 Paradise Rd,Santa Barbara,CA,93105,34.5399483,-119.8489789,4.0,13,1,,"Campgrounds, Hotels & Travel",
DnqMITzlJwE4io3FKI8CiQ,UC Santa Barbara Family Vacation Center,Ucsb Alumni Association,Santa Barbara,CA,93106,34.41742,-119.845692,5.0,84,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
vFTf9qG8QnGIIcfU8VkO8w,Coastal Concierge,"27 W Anapamu St, Ste 122",Santa Barbara,CA,93101,34.4224525,-119.7049972,5.0,16,1,,"Wine Tours, Hotels & Travel, Tours, Transportation, Limos, Event Planning & Services","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
UVF59iJepR3kpuG-1HMiQA,Secret Garden Inn & Cottages,1908 Bath St,Santa Barbara,CA,93101,34.4272406,-119.716988,3.5,109,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Bed & Breakfast, Hotels & Travel, Hotels","{'Monday': '15:0-19:0', 'Tuesday': '15:0-19:0', 'Wednesday': '15:0-19:0', 'Thursday': '15:0-19:0', 'Friday': '15:0-19:0', 'Saturday': '15:0-19:0', 'Sunday': '15:0-19:0'}"
JjNejuk84OdPCJsmYMK4iA,Montecito Village Travel,3329 State St,Santa Barbara,CA,93105,34.439849,-119.7359487,4.5,9,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Travel Services, Travel Agents, Hotels, Hotels & Travel","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
ZZQs5sQpWnYOfolSb3CXMA,Mason Beach Inn,324 W Mason St,Santa Barbara,CA,93101,34.4094606,-119.6947742,3.5,122,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast","{'Monday': '7:0-7:0', 'Tuesday': '7:0-7:0', 'Wednesday': '7:0-7:0', 'Thursday': '7:0-7:0', 'Friday': '7:0-7:0', 'Saturday': '7:0-7:0', 'Sunday': '7:0-7:0'}"
V8dZigOlI5fjpRxgOWwY3g,Santa Barbara Backroads Wine Tours,"27 W Anapamu St, Ste 226",Santa Barbara,CA,93101,34.4224525,-119.7050212,4.5,36,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False', 'GoodForKids': 'False'}","Food, Arts & Entertainment, Wine Tours, Hotels & Travel, Wineries, Tours","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
gaNQrd95h2-4TZaUDPTAIQ,Rooted Vine Tours,"6 Harbor Way, Ste 127",Santa Barbara,CA,93109,34.4037461,-119.6930334,5.0,45,1,"{'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'Caters': 'False', 'HappyHour': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Tours, Wine Tours, Transportation, Arts & Entertainment, Food, Limos, Wineries, Hotels & Travel, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
PBXxrP47r1cFiUD9Tm7uPA,Hertz Rent A Car,633 East Cabrillo Blvd,Santa Barbara,CA,93103,34.4170522799,-119.6761520757,2.5,22,1,,"Transportation, Hotels & Travel, Car Rental","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-13:0', 'Sunday': '9:0-13:0'}"
TwFqD0ysHlIEMOPt7bZ1yw,Hertz Rent A Car,690 S Fairview Ave,Goleta,CA,93117,34.4298142,-119.8302816,2.0,8,1,,"Car Dealers, Hotels & Travel, Car Rental, Automotive","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0'}"
l0MYvo9VPUN-gnlAhg11UQ,SB Chauffeuring & Tours,"3345 State St, Ste 3397",Santa Barbara,CA,93130,34.440009,-119.736474,4.5,61,1,"{'WiFi': ""u'free'""}","Transportation, Limos, Wine Tours, Tours, Airport Shuttles, Hotels & Travel","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
HUGDGGMCUYBAMtUpJohTqQ,Santa Barbara Classic Wine Tours,Cabrillo Blvd And Garden St,Santa Barbara,CA,93105,34.41428,-119.68683,5.0,52,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Food, Wine Tours, Hotels & Travel, Wineries, Arts & Entertainment, Tours","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
89fgpxUUEoj1sc0ig_z81Q,Handbag & Luggage Store,609 Chapala St,Santa Barbara,CA,93101,34.4168321,-119.6984841,4.5,16,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Travel Services, Shopping, Luggage, Hotels & Travel, Local Services, Sewing & Alterations","{'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-16:0'}"
KVNoXEIs-BLThEd2jh_Wtw,Santa Barbara Helicopter Tours,515 Marxmiller Pl,Goleta,CA,93117,34.433195614,-119.8348039912,5.0,52,0,,"Transportation, Hotels & Travel, Airlines, Travel Services, Tours","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
GZLb-CqVp9X4C76BxF77bg,Parkside Inn,424 Por La Mar,Santa Barbara,CA,93103,34.4189383557,-119.6712183952,3.0,42,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services",
